,Transfer #1,"Sep 15, 2025",Transfer #2,"Nov 10, 2025",Transfer #3,"Jan 5, 2026",Transfer #4,"Jan 5, 2026"
359,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
360,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
361,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
362,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
363,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
364,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
365,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
366,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
367,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
368,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
369,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
370,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
371,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
372,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
373,N/A,N/A,4,Leading,3,Ordinary,3,Ordinary
374,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
375,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
376,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
377,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
378,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
379,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
380,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
381,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
382,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
383,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
384,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
385,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
386,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
387,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
388,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
389,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
390,N/A,N/A,4,Leading,3,Ordinary,3,Ordinary
391,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
392,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
393,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
394,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
395,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
396,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
397,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
398,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
399,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
400,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
401,N/A,N/A,4,Leading,3,Ordinary,3,Leading
402,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
403,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
404,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
405,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
406,N/A,N/A,4,Leading,3,Ordinary,3,Ordinary
407,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
408,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
409,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
410,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
411,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
412,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
413,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
414,N/A,N/A,4,Leading,3,Ordinary,3,Ordinary
415,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
416,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
417,N/A,N/A,4,Ordinary,3,Ordinary,3,Ordinary
418,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
419,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
420,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
421,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
422,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
423,N/A,N/A,4,Ordinary,4,Leading,4,Leading
424,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
425,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
426,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
427,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
428,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
429,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
430,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
431,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
432,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
433,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
434,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
435,N/A,N/A,4,Ordinary,4,Ordinary,4,Leading
436,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
437,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
438,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
439,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
440,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
441,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
442,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
443,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
444,N/A,N/A,4,Ordinary,4,Leading,4,Ordinary
445,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
446,N/A,N/A,4,Ordinary,4,Leading,4,Ordinary
447,N/A,N/A,4,Ordinary,4,Leading,4,Ordinary
448,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
449,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
450,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
451,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
452,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
453,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
454,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
455,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
456,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
457,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
458,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
459,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
460,N/A,N/A,4,Ordinary,4,Leading,4,Leading
461,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
462,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
463,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
464,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
465,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
466,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
467,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
468,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
469,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
470,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
471,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
472,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
473,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
474,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
475,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
476,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
477,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
478,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
479,N/A,N/A,4,Ordinary,4,Leading,4,Ordinary
480,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
481,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
482,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
483,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
484,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
485,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
486,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
487,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
488,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
489,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
490,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
491,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
492,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
493,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
494,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
495,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
496,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
497,N/A,N/A,4,Ordinary,4,Ordinary,4,Leading
498,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
499,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
500,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
501,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
502,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
503,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
504,N/A,N/A,4,Ordinary,4,Ordinary,4,Ordinary
505,N/A,N/A,4,Ordinary,4,Leading,4,Ordinary
506,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
507,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
508,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
509,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
510,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
511,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
512,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
513,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
514,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
515,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
516,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
517,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
518,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
519,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
520,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
521,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
522,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
523,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
524,N/A,N/A,N/A,N/A,4,Ordinary,4,Leading
525,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
526,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
527,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
528,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
529,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
530,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
531,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
532,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
533,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
534,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
535,N/A,N/A,N/A,N/A,4,Leading,4,Leading
536,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
537,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
538,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
539,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
540,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
541,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
542,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
543,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
544,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
545,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
546,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
547,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
548,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
549,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
550,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
551,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
552,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
553,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
554,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
555,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
556,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
557,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
558,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
559,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
560,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
561,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
562,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
563,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
564,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
565,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
566,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
567,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
568,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
569,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
570,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
571,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
572,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
573,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
574,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
575,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
576,N/A,N/A,N/A,N/A,4,Ordinary,4,Leading
577,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
578,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
579,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
580,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
581,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
582,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
583,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
584,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
585,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
586,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
587,N/A,N/A,N/A,N/A,4,Ordinary,4,Ordinary
588,N/A,N/A,N/A,N/A,5,Leading,4,Ordinary
589,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
590,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
591,N/A,N/A,N/A,N/A,5,Leading,4,Ordinary
592,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
593,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
594,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
595,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
596,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
597,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
598,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
599,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
600,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
601,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
602,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
603,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
604,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
605,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
606,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
607,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
608,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
609,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
610,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
611,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
612,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
613,N/A,N/A,N/A,N/A,5,Leading,4,Ordinary
614,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
615,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
616,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
617,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
618,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
619,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
620,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
621,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
622,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
623,N/A,N/A,N/A,N/A,5,Leading,4,Leading
624,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
625,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
626,N/A,N/A,N/A,N/A,5,Leading,4,Ordinary
627,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
628,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
629,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
630,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
631,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
632,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
633,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
634,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
635,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
636,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
637,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
638,N/A,N/A,N/A,N/A,5,Leading,4,Ordinary
639,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
640,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
641,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
642,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
643,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
644,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
645,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
646,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
647,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
648,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
649,N/A,N/A,N/A,N/A,5,Leading,4,Ordinary
650,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
651,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
652,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
653,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
654,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
655,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
656,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
657,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
658,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
659,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
660,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
661,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
662,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
663,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
664,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
665,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
666,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
667,N/A,N/A,N/A,N/A,5,Leading,4,Ordinary
668,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
669,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
670,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
671,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
672,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
673,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
674,N/A,N/A,N/A,N/A,5,Ordinary,4,Ordinary
675,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
676,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
677,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
678,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
679,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
680,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
681,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
682,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
683,N/A,N/A,N/A,N/A,6,Leading,4,Ordinary
684,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
685,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
686,N/A,N/A,N/A,N/A,6,Leading,4,Ordinary
687,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
688,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
689,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
690,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
691,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
692,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
693,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
694,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
695,N/A,N/A,N/A,N/A,6,Leading,4,Ordinary
696,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
697,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
698,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
699,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
700,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
701,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
702,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
703,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
704,N/A,N/A,N/A,N/A,6,Leading,4,Ordinary
705,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
706,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
707,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
708,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
709,N/A,N/A,N/A,N/A,6,Leading,4,Ordinary
710,N/A,N/A,N/A,N/A,6,Leading,4,Ordinary
711,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
712,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
713,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
714,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
715,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
716,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
717,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
718,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
719,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
720,N/A,N/A,N/A,N/A,6,Leading,4,Ordinary
721,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
722,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
723,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
724,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
725,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
726,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
727,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
728,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
729,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
730,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
731,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
732,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
733,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
734,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
735,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
736,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
737,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
738,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
739,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
740,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
741,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
742,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
743,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
744,N/A,N/A,N/A,N/A,6,Ordinary,4,Ordinary
