,Transfer #1,"Sep 15, 2025",Transfer #2,"Nov 10, 2025",Transfer #3,"Jan 5, 2026",Transfer #4,"Jan 5, 2026"
950,N/A,N/A,N/A,N/A,N/A,N/A,6,Leading
951,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
952,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
953,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
954,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
955,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
956,N/A,N/A,N/A,N/A,N/A,N/A,6,Leading
957,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
958,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
959,N/A,N/A,N/A,N/A,N/A,N/A,6,Leading
960,N/A,N/A,N/A,N/A,N/A,N/A,6,Leading
961,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
962,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
963,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
964,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
965,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
966,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
967,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
968,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
969,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
970,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
971,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
972,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
973,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
974,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
975,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
976,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
977,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
978,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
979,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
980,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
981,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
982,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
983,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
984,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
985,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
986,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
987,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
988,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
989,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
990,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
991,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
992,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
993,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
994,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
995,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
996,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
997,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
998,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
999,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
1000,N/A,N/A,N/A,N/A,N/A,N/A,6,Leading
1001,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
1002,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
1003,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
1004,N/A,N/A,N/A,N/A,N/A,N/A,6,Leading
1005,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
1006,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
1007,N/A,N/A,N/A,N/A,N/A,N/A,6,Ordinary
1008,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1009,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1010,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1011,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1012,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1013,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1014,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1015,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1016,N/A,N/A,N/A,N/A,N/A,N/A,7,Leading
1017,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1018,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1019,N/A,N/A,N/A,N/A,N/A,N/A,7,Leading
1020,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1021,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1022,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1023,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1024,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1025,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1026,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1027,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1028,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1029,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1030,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1031,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1032,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1033,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1034,N/A,N/A,N/A,N/A,N/A,N/A,7,Leading
1035,N/A,N/A,N/A,N/A,N/A,N/A,7,Leading
1036,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1037,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1038,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1039,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1040,N/A,N/A,N/A,N/A,N/A,N/A,7,Leading
1041,N/A,N/A,N/A,N/A,N/A,N/A,7,Leading
1042,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1043,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1044,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1045,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1046,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1047,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1048,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1049,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1050,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1051,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1052,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1053,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1054,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1055,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1056,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1057,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1058,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1059,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1060,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1061,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1062,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1063,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1064,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1065,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1066,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1067,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1068,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1069,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1070,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1071,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1072,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1073,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1074,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1075,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1076,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1077,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1078,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1079,N/A,N/A,N/A,N/A,N/A,N/A,7,Leading
1080,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1081,N/A,N/A,N/A,N/A,N/A,N/A,7,Leading
1082,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1083,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1084,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1085,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1086,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1087,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1088,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1089,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1090,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1091,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1092,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1093,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1094,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1095,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1096,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1097,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1098,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1099,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1100,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1101,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1102,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1103,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1104,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1105,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1106,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1107,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1108,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1109,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1110,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1111,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1112,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1113,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1114,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1115,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1116,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1117,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1118,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1119,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1120,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1121,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1122,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1123,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1124,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1125,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1126,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1127,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1128,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1129,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1130,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1131,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1132,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1133,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1134,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1135,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1136,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1137,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1138,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1139,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1140,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1141,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1142,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1143,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1144,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1145,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1146,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1147,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1148,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1149,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1150,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1151,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1152,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1153,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1154,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1155,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1156,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1157,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1158,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary
1159,N/A,N/A,N/A,N/A,N/A,N/A,7,Ordinary